worker,problem,example,row,col,posterior,response_time
A3IMB1JAMHP1KK,18,1,4,1,0.12,8586
A3IMB1JAMHP1KK,18,2,6,3,0.23,2036
A3IMB1JAMHP1KK,18,3,1,4,0.4,2357
A3IMB1JAMHP1KK,18,4,3,6,0.53,2432
A3IMB1JAMHP1KK,32,1,2,3,0.11,19590
A3IMB1JAMHP1KK,32,2,2,4,0.16,3365
A3IMB1JAMHP1KK,32,3,5,3,0.39,2342
A3IMB1JAMHP1KK,32,4,5,4,0.63,7367
A3IMB1JAMHP1KK,20,1,5,2,0.05,22958
A3IMB1JAMHP1KK,20,2,1,1,0.25,6536
A3IMB1JAMHP1KK,23,1,2,3,0.14,25129
A3IMB1JAMHP1KK,23,2,6,5,0.49,12937
A3IMB1JAMHP1KK,37,1,2,5,0.05,41454
A3IMB1JAMHP1KK,37,2,5,5,0.16,2042
A3IMB1JAMHP1KK,37,3,5,2,0.51,2298
A3IMB1JAMHP1KK,37,4,2,2,0.78,2346
A3IMB1JAMHP1KK,6,1,4,1,0.07,14851
A3IMB1JAMHP1KK,6,2,1,4,0.51,2105
A3IMB1JAMHP1KK,36,1,3,1,0.2,8132
A3IMB1JAMHP1KK,36,2,3,6,0.32,2221
A3IMB1JAMHP1KK,36,3,1,6,0.35,2454
A3IMB1JAMHP1KK,36,4,1,1,0.73,2170
A3IMB1JAMHP1KK,9,1,5,3,0.14,12404
A3IMB1JAMHP1KK,9,2,2,2,0.18,3622
A3IMB1JAMHP1KK,9,3,6,3,0.34,2383
A3IMB1JAMHP1KK,9,4,2,1,0.58,2324
A3IMB1JAMHP1KK,29,1,2,4,0.17,17663
A3IMB1JAMHP1KK,29,2,4,3,0.38,6823
A3IMB1JAMHP1KK,29,3,5,5,0.77,10158
A3IMB1JAMHP1KK,29,4,4,2,0.83,16972
A3IMB1JAMHP1KK,28,1,5,2,0.13,7347
A3IMB1JAMHP1KK,28,2,5,5,0.31,10601
A3IMB1JAMHP1KK,28,3,4,2,0.43,3552
A3IMB1JAMHP1KK,28,4,3,5,0.64,3054
A3IMB1JAMHP1KK,10,1,6,2,0.07,31027
A3IMB1JAMHP1KK,10,2,1,5,0.21,4352
A3IMB1JAMHP1KK,10,3,4,6,0.3,13351
A3IMB1JAMHP1KK,10,4,2,2,0.49,2623
A3IMB1JAMHP1KK,38,1,3,2,0.15,9504
A3IMB1JAMHP1KK,38,2,5,4,0.49,2222
A3IMB1JAMHP1KK,33,1,2,3,0.12,3630
A3IMB1JAMHP1KK,33,2,5,3,0.27,2102
A3IMB1JAMHP1KK,33,3,5,4,0.59,2103
A3IMB1JAMHP1KK,33,4,2,4,1,2294
A3IMB1JAMHP1KK,24,1,1,3,0.15,10708
A3IMB1JAMHP1KK,24,2,6,4,0.51,2421
A3IMB1JAMHP1KK,24,3,6,3,0.64,2041
A3IMB1JAMHP1KK,24,4,1,4,1,2507
A3IMB1JAMHP1KK,4,1,2,1,0.2,8763
A3IMB1JAMHP1KK,4,2,4,3,0.39,2130
A3IMB1JAMHP1KK,4,3,4,4,0.6,2101
A3IMB1JAMHP1KK,4,4,2,6,0.83,2463
A1E4K9G6ZKPKX4,3,1,3,3,0.22,4173
A1E4K9G6ZKPKX4,3,2,4,4,0.34,2783
A1E4K9G6ZKPKX4,3,3,3,4,0.68,2315
A1E4K9G6ZKPKX4,3,4,4,3,0.78,2404
A1E4K9G6ZKPKX4,24,1,1,3,0.51,7342
A1E4K9G6ZKPKX4,24,2,6,4,0.94,2511
A1E4K9G6ZKPKX4,26,1,3,2,0.49,17351
A1E4K9G6ZKPKX4,26,2,5,4,0.78,2193
A1E4K9G6ZKPKX4,28,1,5,2,0.5,12787
A1E4K9G6ZKPKX4,28,2,3,5,0.57,2239
A1E4K9G6ZKPKX4,28,3,3,2,0.7,2641
A1E4K9G6ZKPKX4,28,4,5,5,0.81,2284
A1E4K9G6ZKPKX4,23,1,5,4,0.28,8919
A1E4K9G6ZKPKX4,23,2,1,2,0.58,2589
A1E4K9G6ZKPKX4,32,1,2,4,0.5,14510
A1E4K9G6ZKPKX4,32,2,6,2,0.58,2284
A1E4K9G6ZKPKX4,37,1,1,1,0.38,15599
A1E4K9G6ZKPKX4,37,2,6,6,0.5,2383
A1E4K9G6ZKPKX4,19,1,1,4,0.5,9257
A1E4K9G6ZKPKX4,19,2,4,4,0.71,20240
A1E4K9G6ZKPKX4,19,3,6,3,0.77,12216
A1E4K9G6ZKPKX4,19,4,1,1,0.84,5720
A1E4K9G6ZKPKX4,33,1,2,3,0.43,3617
A1E4K9G6ZKPKX4,33,2,5,4,0.56,2176
A1E4K9G6ZKPKX4,33,3,5,3,0.63,2475
A1E4K9G6ZKPKX4,33,4,2,4,0.7,2174
A1E4K9G6ZKPKX4,39,1,1,5,0.51,5699
A1E4K9G6ZKPKX4,39,2,2,5,0.8,2338
A1E4K9G6ZKPKX4,11,1,2,3,0.52,7099
A1E4K9G6ZKPKX4,11,2,2,4,0.58,2144
A1E4K9G6ZKPKX4,11,3,4,3,0.63,4529
A1E4K9G6ZKPKX4,11,4,4,4,0.79,2173
A1E4K9G6ZKPKX4,25,1,2,3,0.5,11436
A1E4K9G6ZKPKX4,25,2,4,6,0.8,2815
A1E4K9G6ZKPKX4,25,3,4,1,0.81,3372
A1E4K9G6ZKPKX4,25,4,5,4,0.91,5117
A1E4K9G6ZKPKX4,35,1,6,1,0.51,6198
A1E4K9G6ZKPKX4,35,2,1,1,0.93,15591
A1E4K9G6ZKPKX4,17,1,2,5,0.48,19341
A1E4K9G6ZKPKX4,17,2,2,3,0.48,2414
A1E4K9G6ZKPKX4,17,3,1,4,0.56,2256
A1E4K9G6ZKPKX4,17,4,3,6,0.76,2479
A1E4K9G6ZKPKX4,16,1,3,2,0.5,7906
A1E4K9G6ZKPKX4,16,2,1,4,0.93,4668
A1E4K9G6ZKPKX4,18,1,3,6,0.48,13450
A1E4K9G6ZKPKX4,18,2,1,4,0.61,2253
A1E4K9G6ZKPKX4,13,1,5,5,0.48,13373
A1E4K9G6ZKPKX4,13,2,6,2,0.85,2239
A1E4K9G6ZKPKX4,13,3,4,3,0.87,6028
A1E4K9G6ZKPKX4,13,4,4,4,0.95,2292
A1E4K9G6ZKPKX4,38,1,3,3,0.5,15573
A1E4K9G6ZKPKX4,38,2,3,4,0.92,11926
A1E4K9G6ZKPKX4,36,1,3,1,0.5,23309
A1E4K9G6ZKPKX4,36,2,1,6,0.82,2319
A1E4K9G6ZKPKX4,36,3,1,1,0.87,2363
A1E4K9G6ZKPKX4,36,4,3,6,0.79,2127
A1E4K9G6ZKPKX4,31,1,2,5,0.51,19228
A1E4K9G6ZKPKX4,31,2,2,3,0.6,2738
A1E4K9G6ZKPKX4,31,3,2,2,0.8,10940
A1E4K9G6ZKPKX4,31,4,2,4,0.98,2471
A1E4K9G6ZKPKX4,4,1,2,1,0.45,8230
A1E4K9G6ZKPKX4,4,2,2,6,0.53,2303
A1E4K9G6ZKPKX4,4,3,3,5,0.68,2190
A1E4K9G6ZKPKX4,4,4,3,2,0.9,2284
A1E4K9G6ZKPKX4,9,1,2,1,0.5,15120
A1E4K9G6ZKPKX4,9,2,6,3,0.56,2240
A1E4K9G6ZKPKX4,9,3,2,2,0.68,2285
A1E4K9G6ZKPKX4,9,4,5,3,0.82,2190
A1E4K9G6ZKPKX4,5,1,5,1,0.51,4978
A1E4K9G6ZKPKX4,5,2,6,6,0.88,2320
A1E4K9G6ZKPKX4,7,1,2,5,0.4,3534
A1E4K9G6ZKPKX4,7,2,5,3,0.74,2200
A1E4K9G6ZKPKX4,20,1,2,5,0.46,28607
A1E4K9G6ZKPKX4,20,2,3,6,0.56,2319
A1E4K9G6ZKPKX4,20,3,4,1,0.62,2159
A1E4K9G6ZKPKX4,20,4,5,2,0.72,2207
A1E4K9G6ZKPKX4,6,1,1,3,0.51,8706
A1E4K9G6ZKPKX4,6,2,2,4,0.74,2528
A1E4K9G6ZKPKX4,29,1,5,5,0.53,8498
A1E4K9G6ZKPKX4,29,2,4,2,0.74,2502
A1E4K9G6ZKPKX4,8,1,2,3,0.54,7558
A1E4K9G6ZKPKX4,8,2,2,4,0.69,2245
A1E4K9G6ZKPKX4,8,3,3,1,0.77,11205
A1E4K9G6ZKPKX4,8,4,4,1,0.84,2110
A1E4K9G6ZKPKX4,40,1,1,1,0.53,7229
A1E4K9G6ZKPKX4,40,2,3,3,0.63,3728
A1E4K9G6ZKPKX4,40,3,6,6,0.69,5479
A1E4K9G6ZKPKX4,40,4,4,4,0.81,8516
A1E4K9G6ZKPKX4,27,1,3,5,0.52,11252
A1E4K9G6ZKPKX4,27,2,6,1,0.75,2238
A1E4K9G6ZKPKX4,27,3,3,2,0.78,9669
A1E4K9G6ZKPKX4,27,4,5,2,0.84,2283
A1E4K9G6ZKPKX4,21,1,2,4,0.47,7719
A1E4K9G6ZKPKX4,21,2,4,4,0.73,2222
A1E4K9G6ZKPKX4,2,1,1,2,0.51,3288
A1E4K9G6ZKPKX4,2,2,6,5,0.76,2807
A1E4K9G6ZKPKX4,2,3,6,2,0.83,2269
A1E4K9G6ZKPKX4,2,4,1,5,0.88,2253
A1E4K9G6ZKPKX4,30,1,5,2,0.52,12259
A1E4K9G6ZKPKX4,30,2,4,2,0.7,2269
A1E4K9G6ZKPKX4,34,1,3,2,0.51,13220
A1E4K9G6ZKPKX4,34,2,2,1,0.57,9927
A1E4K9G6ZKPKX4,34,3,2,2,0.75,2125
A1E4K9G6ZKPKX4,34,4,3,1,0.85,2281
A1E4K9G6ZKPKX4,15,1,5,4,0.51,8628
A1E4K9G6ZKPKX4,15,2,3,2,0.73,2174
A1E4K9G6ZKPKX4,14,1,3,3,0.52,3517
A1E4K9G6ZKPKX4,14,2,4,4,0.66,2207
A1E4K9G6ZKPKX4,1,1,6,3,0.51,6294
A1E4K9G6ZKPKX4,1,2,1,4,0.66,2252
A1E4K9G6ZKPKX4,22,1,2,3,0.52,7119
A1E4K9G6ZKPKX4,22,2,5,4,0.73,2157
A1E4K9G6ZKPKX4,22,3,2,4,0.75,2661
A1E4K9G6ZKPKX4,22,4,4,3,0.85,3622
A1E4K9G6ZKPKX4,12,1,3,3,0.5,6303
A1E4K9G6ZKPKX4,12,2,4,2,0.63,2220
A1E4K9G6ZKPKX4,12,3,5,1,0.89,2112
A1E4K9G6ZKPKX4,12,4,6,5,0.93,4168
A1E4K9G6ZKPKX4,10,1,2,2,0.51,18757
A1E4K9G6ZKPKX4,10,2,4,4,0.56,2606
A342YLIMT6THWO,18,1,1,4,0.03,11995
A342YLIMT6THWO,18,2,4,1,0.01,5566
A342YLIMT6THWO,18,3,6,3,0.32,4198
A342YLIMT6THWO,18,4,3,6,0.69,4737
A342YLIMT6THWO,16,1,3,2,0.02,11942
A342YLIMT6THWO,16,2,3,5,0.35,5104
A342YLIMT6THWO,33,1,2,3,0,9988
A342YLIMT6THWO,33,2,5,3,0.02,3708
A342YLIMT6THWO,33,3,2,4,0.6,3193
A342YLIMT6THWO,33,4,5,4,1,3268
A342YLIMT6THWO,22,1,2,3,0,5977
A342YLIMT6THWO,22,2,5,3,0.45,5937
A342YLIMT6THWO,22,3,2,4,0.51,4023
A342YLIMT6THWO,22,4,5,4,0.97,3015
A342YLIMT6THWO,35,1,2,2,0,12306
A342YLIMT6THWO,35,2,6,6,0,5329
A342YLIMT6THWO,6,1,1,3,0,9023
A342YLIMT6THWO,6,2,6,4,0,5721
A342YLIMT6THWO,24,1,1,3,0,7768
A342YLIMT6THWO,24,2,3,2,0,4669
A342YLIMT6THWO,24,3,4,5,0.5,6603
A342YLIMT6THWO,24,4,6,3,0.75,7804
A342YLIMT6THWO,17,1,5,4,0,35781
A342YLIMT6THWO,17,2,3,6,0,11153
A342YLIMT6THWO,17,3,2,3,0.47,8721
A342YLIMT6THWO,17,4,4,1,0.7,18989
A342YLIMT6THWO,34,1,5,6,0,9416
A342YLIMT6THWO,34,2,5,1,0,3472
A342YLIMT6THWO,31,1,5,4,0,13480
A342YLIMT6THWO,31,2,3,4,0,9098
A342YLIMT6THWO,31,3,2,1,0.56,11146
A342YLIMT6THWO,31,4,2,6,0.65,4641
A342YLIMT6THWO,36,1,3,1,0,26916
A342YLIMT6THWO,36,2,3,6,0.7,3992
A342YLIMT6THWO,15,1,5,2,0,15451
A342YLIMT6THWO,15,2,3,4,0.49,4564
A342YLIMT6THWO,26,1,3,2,0.39,14260
A342YLIMT6THWO,26,2,3,5,0.03,11021
A342YLIMT6THWO,26,3,2,3,0.54,5366
A342YLIMT6THWO,26,4,5,4,0.98,4201
A342YLIMT6THWO,39,1,1,5,0,14568
A342YLIMT6THWO,39,2,6,5,0.98,22494
A342YLIMT6THWO,37,1,1,6,0,30660
A342YLIMT6THWO,37,2,2,2,0,5191
A342YLIMT6THWO,7,1,5,5,0,18583
A342YLIMT6THWO,7,2,5,3,0,8327
A342YLIMT6THWO,7,3,2,5,0.58,3796
A342YLIMT6THWO,7,4,2,3,0.95,3559
A342YLIMT6THWO,29,1,2,5,0,14400
A342YLIMT6THWO,29,2,5,3,0,33985
A342YLIMT6THWO,1,1,1,3,0.02,10080
A342YLIMT6THWO,1,2,1,4,0.98,11419
A342YLIMT6THWO,1,3,6,3,0.98,4507
A342YLIMT6THWO,1,4,6,4,0.98,3743
A342YLIMT6THWO,23,1,5,4,0,14309
A342YLIMT6THWO,23,2,1,5,0.41,5604
A342YLIMT6THWO,13,1,5,5,0.37,12756
A342YLIMT6THWO,13,2,5,2,0.37,3654
A342YLIMT6THWO,10,1,4,6,0,27642
A342YLIMT6THWO,10,2,2,2,0,14300
A342YLIMT6THWO,10,3,6,5,0.57,24717
A342YLIMT6THWO,10,4,1,5,0.57,4463
A342YLIMT6THWO,20,1,2,5,0,62960
A342YLIMT6THWO,20,2,5,2,0,4446
A342YLIMT6THWO,21,1,3,3,0.18,10868
A342YLIMT6THWO,21,2,4,2,0.63,6242
A342YLIMT6THWO,12,1,5,1,0.13,14937
A342YLIMT6THWO,12,2,6,1,0.13,3755
A342YLIMT6THWO,12,3,3,5,0.64,4078
A342YLIMT6THWO,12,4,6,5,0.96,3363
A342YLIMT6THWO,19,1,2,2,0,11536
A342YLIMT6THWO,19,2,4,1,0,17616
A342YLIMT6THWO,19,3,6,3,0,41196
A342YLIMT6THWO,19,4,2,5,0,4064
A342YLIMT6THWO,2,1,6,5,0.03,21878
A342YLIMT6THWO,2,2,1,2,0.84,17279
A342YLIMT6THWO,2,3,1,5,0.93,4057
A342YLIMT6THWO,2,4,6,2,0.99,3581
A342YLIMT6THWO,38,1,6,3,0.02,20459
A342YLIMT6THWO,38,2,3,6,0.12,14066
A342YLIMT6THWO,38,3,3,2,0.12,12055
A342YLIMT6THWO,38,4,6,1,0.12,5346
A342YLIMT6THWO,14,1,3,4,0,7557
A342YLIMT6THWO,14,2,4,4,0,6187
A342YLIMT6THWO,14,3,4,3,1,3262
A342YLIMT6THWO,14,4,3,3,1,3211
A342YLIMT6THWO,9,1,6,3,0,18923
A342YLIMT6THWO,9,2,2,1,0,3281
A342YLIMT6THWO,3,1,3,4,0,5693
A342YLIMT6THWO,3,2,4,3,0,5076
A342YLIMT6THWO,32,1,5,3,0.03,12813
A342YLIMT6THWO,32,2,2,3,0.03,14261
A342YLIMT6THWO,32,3,1,2,0.03,8246
A342YLIMT6THWO,32,4,6,5,0.03,3599
A342YLIMT6THWO,30,1,2,4,0,11601
A342YLIMT6THWO,30,2,5,4,0,12791
A342YLIMT6THWO,30,3,3,5,0,3433
A342YLIMT6THWO,30,4,4,2,0,5036
A342YLIMT6THWO,4,1,2,1,0,10466
A342YLIMT6THWO,4,2,2,6,0,3888
A342YLIMT6THWO,11,1,5,1,0.03,9187
A342YLIMT6THWO,11,2,2,3,0.42,3491
A342YLIMT6THWO,8,1,2,3,0,10545
A342YLIMT6THWO,8,2,5,4,0,17381
A342YLIMT6THWO,8,3,6,4,0.44,5847
A342YLIMT6THWO,8,4,2,4,0.7,13223
A342YLIMT6THWO,40,1,1,1,0,11449
A342YLIMT6THWO,40,2,6,6,0,8197
A342YLIMT6THWO,27,1,5,2,0,22731
A342YLIMT6THWO,27,2,3,2,0,3381
A342YLIMT6THWO,28,1,3,2,0,5321
A342YLIMT6THWO,28,2,3,5,0,3531
A342YLIMT6THWO,28,3,5,2,0.45,4377
A342YLIMT6THWO,28,4,5,5,0.73,3381
A342YLIMT6THWO,25,1,5,3,0,9319
A342YLIMT6THWO,25,2,5,4,0.25,2890
A342YLIMT6THWO,25,3,3,1,0.62,4501
A342YLIMT6THWO,25,4,3,6,0.85,3210
A342YLIMT6THWO,5,1,6,1,0.13,7482
A342YLIMT6THWO,5,2,5,6,0.13,3523
A1QJ2VPPZG16EG,19,1,1,1,0.21,9573
A1QJ2VPPZG16EG,19,2,6,6,0.21,9613
A1QJ2VPPZG16EG,19,3,6,3,0.6,21933
A1QJ2VPPZG16EG,19,4,1,4,0.86,8825
A1QJ2VPPZG16EG,13,1,6,5,0.26,19052
A1QJ2VPPZG16EG,13,2,5,2,0.6,28357
A1QJ2VPPZG16EG,13,3,4,4,0.74,17970
A1QJ2VPPZG16EG,13,4,4,3,0.74,10153
A1QJ2VPPZG16EG,11,1,5,1,0.25,9259
A1QJ2VPPZG16EG,11,2,6,6,0.25,7928
A1QJ2VPPZG16EG,11,3,2,3,0.44,4538
A1QJ2VPPZG16EG,11,4,2,4,0.7,13274
A1QJ2VPPZG16EG,15,1,3,2,0.2,5674
A1QJ2VPPZG16EG,15,2,5,4,0.7,5766
A1QJ2VPPZG16EG,33,1,2,3,0.1,26222
A1QJ2VPPZG16EG,33,2,5,4,0.52,4452
A1QJ2VPPZG16EG,14,1,4,4,0.23,8570
A1QJ2VPPZG16EG,14,2,4,3,0.26,5365
A1QJ2VPPZG16EG,24,1,6,3,0.23,13094
A1QJ2VPPZG16EG,24,2,5,4,0.79,35938
A1QJ2VPPZG16EG,31,1,2,2,0.28,17077
A1QJ2VPPZG16EG,31,2,3,4,0.79,32443
A1QJ2VPPZG16EG,28,1,3,2,0.25,8538
A1QJ2VPPZG16EG,28,2,5,5,0.41,41857
A1QJ2VPPZG16EG,28,3,3,5,0.46,15823
A1QJ2VPPZG16EG,28,4,5,2,0.53,9542
A1QJ2VPPZG16EG,7,1,5,3,0.13,24962
A1QJ2VPPZG16EG,7,2,2,5,0.33,25450
A1QJ2VPPZG16EG,7,3,3,5,0.5,14834
A1QJ2VPPZG16EG,7,4,5,5,0.76,38441
A1QJ2VPPZG16EG,38,1,3,4,0.13,21344
A1QJ2VPPZG16EG,38,2,4,3,0.27,17374
A1QJ2VPPZG16EG,38,3,4,5,0.5,14166
A1QJ2VPPZG16EG,38,4,1,4,0.87,17303
A1QJ2VPPZG16EG,4,1,2,6,0.32,30445
A1QJ2VPPZG16EG,4,2,2,1,0.37,32035
A1QJ2VPPZG16EG,4,3,4,3,0.48,5835
A1QJ2VPPZG16EG,4,4,4,4,0.79,2610
A1QJ2VPPZG16EG,32,1,2,3,0.26,24007
A1QJ2VPPZG16EG,32,2,5,4,0.49,30196
A1QJ2VPPZG16EG,17,1,2,3,0.12,27412
A1QJ2VPPZG16EG,17,2,5,4,0.3,39036
A1QJ2VPPZG16EG,17,3,1,4,0.37,38105
A1QJ2VPPZG16EG,17,4,4,1,0.48,10827
A1QJ2VPPZG16EG,3,1,3,3,0,5345
A1QJ2VPPZG16EG,3,2,3,4,0,2540
A1QJ2VPPZG16EG,3,3,4,3,0,3482
A1QJ2VPPZG16EG,3,4,4,4,0.49,2799
A1QJ2VPPZG16EG,40,1,6,6,0.06,9893
A1QJ2VPPZG16EG,40,2,3,3,0.29,20471
A1QJ2VPPZG16EG,40,3,4,4,0.4,12343
A1QJ2VPPZG16EG,40,4,1,1,0.48,8104
A1QJ2VPPZG16EG,1,1,2,2,0.12,16662
A1QJ2VPPZG16EG,1,2,5,5,0.48,7471
A1QJ2VPPZG16EG,37,1,1,1,0.09,7847
A1QJ2VPPZG16EG,37,2,5,5,0.13,16670
A1QJ2VPPZG16EG,37,3,5,2,0.21,4445
A1QJ2VPPZG16EG,37,4,2,5,0.43,4098
A1QJ2VPPZG16EG,34,1,2,6,0.07,20228
A1QJ2VPPZG16EG,34,2,5,1,0.21,23047
A1QJ2VPPZG16EG,34,3,3,2,0.27,9069
A1QJ2VPPZG16EG,34,4,5,5,0.35,4857
A1QJ2VPPZG16EG,6,1,1,3,0.12,26429
A1QJ2VPPZG16EG,6,2,6,3,0.19,23547
A1QJ2VPPZG16EG,6,3,6,4,0.26,3088
A1QJ2VPPZG16EG,6,4,1,4,0.49,5919
A1QJ2VPPZG16EG,29,1,2,5,0.07,59908
A1QJ2VPPZG16EG,29,2,5,2,0.54,9936
A1QJ2VPPZG16EG,16,1,1,3,0.11,5314
A1QJ2VPPZG16EG,16,2,3,5,0.7,9019
A1QJ2VPPZG16EG,9,1,2,1,0.16,15970
A1QJ2VPPZG16EG,9,2,6,3,0.2,2428
A1QJ2VPPZG16EG,12,1,6,1,0.08,7991
A1QJ2VPPZG16EG,12,2,3,5,0.17,5902
A1QJ2VPPZG16EG,12,3,3,4,0.54,18202
A1QJ2VPPZG16EG,12,4,3,3,0.94,11770
A1QJ2VPPZG16EG,26,1,3,2,0.13,8937
A1QJ2VPPZG16EG,26,2,4,5,0.24,3835
A1QJ2VPPZG16EG,21,1,2,4,0.12,13895
A1QJ2VPPZG16EG,21,2,4,4,0.24,15113
A1QJ2VPPZG16EG,27,1,3,2,0.09,19481
A1QJ2VPPZG16EG,27,2,5,5,0.25,11114
A1QJ2VPPZG16EG,27,3,4,5,0.42,11391
A1QJ2VPPZG16EG,27,4,6,1,0.51,14862
A1QJ2VPPZG16EG,20,1,1,1,0.1,30307
A1QJ2VPPZG16EG,20,2,5,2,0.23,28737
A1QJ2VPPZG16EG,18,1,4,1,0.13,31290
A1QJ2VPPZG16EG,18,2,3,6,0.13,4605
A1QJ2VPPZG16EG,23,1,5,4,0.1,25169
A1QJ2VPPZG16EG,23,2,5,3,0.15,8391
A1QJ2VPPZG16EG,23,3,2,4,0.18,4633
A1QJ2VPPZG16EG,23,4,2,3,0.26,2582
A1QJ2VPPZG16EG,35,1,1,1,0.09,8356
A1QJ2VPPZG16EG,35,2,6,6,0.34,7729
A1QJ2VPPZG16EG,25,1,2,3,0,9790
A1QJ2VPPZG16EG,25,2,5,4,0.22,8202
A1QJ2VPPZG16EG,10,1,4,6,0.06,44719
A1QJ2VPPZG16EG,10,2,4,4,0.3,29310
A1QJ2VPPZG16EG,10,3,5,5,0.29,28417
A1QJ2VPPZG16EG,10,4,5,3,0.29,8976
A1QJ2VPPZG16EG,39,1,1,5,0.15,9514
A1QJ2VPPZG16EG,39,2,1,3,0.25,12240
A1QJ2VPPZG16EG,39,3,5,5,0.3,14366
A1QJ2VPPZG16EG,39,4,6,2,0.47,21590
A1QJ2VPPZG16EG,30,1,2,4,0.14,13875
A1QJ2VPPZG16EG,30,2,5,2,0.23,13432
A1QJ2VPPZG16EG,2,1,1,2,0.26,8527
A1QJ2VPPZG16EG,2,2,6,5,0.96,4930
A1QJ2VPPZG16EG,8,1,2,4,0.32,8205
A1QJ2VPPZG16EG,8,2,3,4,0.32,33420
A1QJ2VPPZG16EG,22,1,2,3,0.17,4019
A1QJ2VPPZG16EG,22,2,2,4,0.27,3061
A1QJ2VPPZG16EG,22,3,5,3,0.31,3201
A1QJ2VPPZG16EG,22,4,5,4,0.47,2803
A1QJ2VPPZG16EG,36,1,1,1,0.16,10376
A1QJ2VPPZG16EG,36,2,3,6,0.32,7372
A1QJ2VPPZG16EG,5,1,5,1,0.14,3558
A1QJ2VPPZG16EG,5,2,6,1,0.17,2502
A1QJ2VPPZG16EG,5,3,5,6,0.36,2859
A1QJ2VPPZG16EG,5,4,6,6,0.53,2515
ASVRLMDNQBUD9,16,1,1,3,0.29,10785
ASVRLMDNQBUD9,16,2,3,2,0.97,8034
ASVRLMDNQBUD9,16,3,3,5,1,4394
ASVRLMDNQBUD9,16,4,1,4,1,7321
ASVRLMDNQBUD9,8,1,2,4,0.5,41701
ASVRLMDNQBUD9,8,2,3,4,0.98,5536
ASVRLMDNQBUD9,26,1,3,2,0.21,24733
ASVRLMDNQBUD9,26,2,4,2,0.24,3093
ASVRLMDNQBUD9,26,3,3,5,0.57,3115
ASVRLMDNQBUD9,26,4,4,5,0.64,2971
ASVRLMDNQBUD9,37,1,2,2,0.21,14917
ASVRLMDNQBUD9,37,2,5,5,0.49,6615
ASVRLMDNQBUD9,2,1,1,2,0.37,9892
ASVRLMDNQBUD9,2,2,6,5,0.98,5716
ASVRLMDNQBUD9,2,3,6,2,0.98,3020
ASVRLMDNQBUD9,2,4,1,5,0.98,2676
ASVRLMDNQBUD9,34,1,5,2,0.3,20210
ASVRLMDNQBUD9,34,2,5,5,0.47,6445
ASVRLMDNQBUD9,40,1,6,6,0.31,24024
ASVRLMDNQBUD9,40,2,3,3,0.34,10191
ASVRLMDNQBUD9,40,3,5,5,0.48,17385
ASVRLMDNQBUD9,40,4,4,4,0.64,2887
ASVRLMDNQBUD9,30,1,5,2,0.5,21267
ASVRLMDNQBUD9,30,2,2,5,0.5,2994
ASVRLMDNQBUD9,32,1,5,3,0.28,21971
ASVRLMDNQBUD9,32,2,6,5,0.49,12335
ASVRLMDNQBUD9,32,3,2,4,0.54,10296
ASVRLMDNQBUD9,32,4,1,5,0.58,6230
ASVRLMDNQBUD9,29,1,2,4,0.31,13539
ASVRLMDNQBUD9,29,2,4,2,0.41,12462
ASVRLMDNQBUD9,29,3,5,3,0.93,7642
ASVRLMDNQBUD9,29,4,4,3,1,26806
ASVRLMDNQBUD9,11,1,5,1,0.5,9065
ASVRLMDNQBUD9,11,2,2,4,1,8512
ASVRLMDNQBUD9,39,1,2,2,0.29,8793
ASVRLMDNQBUD9,39,2,6,5,0.5,3676
ASVRLMDNQBUD9,39,3,2,5,0.93,20354
ASVRLMDNQBUD9,39,4,1,5,0.95,4969
ASVRLMDNQBUD9,35,1,5,2,0.49,12099
ASVRLMDNQBUD9,35,2,5,5,0.99,11544
ASVRLMDNQBUD9,35,3,2,5,0.99,4679
ASVRLMDNQBUD9,35,4,2,2,0.99,2805
ASVRLMDNQBUD9,22,1,3,3,0.21,17631
ASVRLMDNQBUD9,22,2,3,4,0.33,18114
ASVRLMDNQBUD9,3,1,4,3,0,9985
ASVRLMDNQBUD9,3,2,3,3,0,5281
ASVRLMDNQBUD9,3,3,3,4,0,2931
ASVRLMDNQBUD9,3,4,4,4,0.19,2789
ASVRLMDNQBUD9,36,1,3,3,0.49,16275
ASVRLMDNQBUD9,36,2,1,6,0.93,19319
ASVRLMDNQBUD9,31,1,5,4,0.49,17426
ASVRLMDNQBUD9,31,2,2,6,0.99,11752
ASVRLMDNQBUD9,31,3,2,1,0.99,10442
ASVRLMDNQBUD9,31,4,5,3,0.99,7285
ASVRLMDNQBUD9,15,1,3,2,0.48,15825
ASVRLMDNQBUD9,15,2,3,4,0.48,10070
ASVRLMDNQBUD9,15,3,5,2,0.48,2879
ASVRLMDNQBUD9,15,4,5,4,0.6,2403
ASVRLMDNQBUD9,10,1,4,6,0.48,39035
ASVRLMDNQBUD9,10,2,3,4,0.86,28740
ASVRLMDNQBUD9,12,1,6,1,0.5,13589
ASVRLMDNQBUD9,12,2,3,5,0.98,15986
ASVRLMDNQBUD9,25,1,3,1,0.24,15515
ASVRLMDNQBUD9,25,2,5,3,0.31,8518
ASVRLMDNQBUD9,4,1,2,6,0.47,18065
ASVRLMDNQBUD9,4,2,4,3,0.47,18080
ASVRLMDNQBUD9,4,3,4,4,0.58,2679
ASVRLMDNQBUD9,4,4,3,2,0.62,4395
